age,sex,i,prev,f
21,male,0.209569387591883,0.24375468231313013,0.2604292078534551
22,female,0.22676075648125565,0.23023679281637832,0.28538000967250254
22,male,0.209569387591883,0.21366882192886083,0.2604292078534551
23,female,0.22676075648125565,0.1766836970635299,0.28538000967250254
23,male,0.209569387591883,0.17334421844478723,0.2604292078534551
24,female,0.22676075648125565,0.14314991085934656,0.28538000967250254
24,male,0.209569387591883,0.1457323676834947,0.2604292078534551
25,female,0.21757105689808087,0.2748507334692038,0.26112807883671674
25,male,0.17091231357442918,0.21727178560087426,0.2198535168931286
26,female,0.21757105689808087,0.23661191644415194,0.26112807883671674
26,male,0.17091231357442918,0.19085509357799674,0.2198535168931286
27,female,0.21757105689808087,0.20753412767269971,0.26112807883671674
27,male,0.17091231357442918,0.17009320592165122,0.2198535168931286
28,female,0.21757105689808087,0.17390779916846846,0.26112807883671674
28,male,0.17091231357442918,0.1463978290658633,0.2198535168931286
29,female,0.21757105689808087,0.1495110611621797,0.26112807883671674
29,male,0.17091231357442918,0.12843532128787147,0.2198535168931286
30,female,0.22448012932730116,0.2690101050070993,0.26745829925710196
30,male,0.1877585986296069,0.22524577035401572,0.23568602917707923
31,female,0.22448012932730116,0.24033476264500397,0.26745829925710196
31,male,0.1877585986296069,0.20307345289073353,0.23568602917707923
32,female,0.22448012932730116,0.2172341339909154,0.26745829925710196
32,male,0.1877585986296069,0.18483711601571245,0.23568602917707923
33,female,0.22448012932730116,0.18604378852233563,0.26745829925710196
33,male,0.1877585986296069,0.15995175663440522,0.23568602917707923
34,female,0.22448012932730116,0.16273450053018615,0.26745829925710196
34,male,0.1877585986296069,0.1409337520407659,0.23568602917707923
35,female,0.2080487032106966,0.2447928526424342,0.240407245245323
35,male,0.20703319502476958,0.23415306730995633,0.2521280973648254
36,female,0.2080487032106966,0.22036825233488175,0.240407245245323
36,male,0.20703319502476958,0.21157291841083062,0.2521280973648254
37,female,0.2080487032106966,0.20041914515885625,0.240407245245323
37,male,0.20703319502476958,0.19292590435426796,0.2521280973648254
38,female,0.2080487032106966,0.16979146375529744,0.240407245245323
38,male,0.20703319502476958,0.16368487108796773,0.2521280973648254
39,female,0.2080487032106966,0.147330634789069,0.240407245245323
39,male,0.20703319502476958,0.1420982613515238,0.2521280973648254
40,female,0.20070349818597233,0.23730320062107002,0.23246675889738547
40,male,0.20697743832609516,0.24362089688308255,0.24807551056001556
41,female,0.20070349818597233,0.21328095993361398,0.23246675889738547
41,male,0.20697743832609516,0.21922855602199473,0.24807551056001556
42,female,0.20070349818597233,0.19383780306285225,0.23246675889738547
42,male,0.20697743832609516,0.19942404814378864,0.24807551056001556
43,female,0.20070349818597233,0.17192382859700622,0.23246675889738547
43,male,0.20697743832609516,0.17499153493442784,0.24807551056001556
44,female,0.20070349818597233,0.15460435835748165,0.23246675889738547
44,male,0.20697743832609516,0.15603046922074282,0.24807551056001556
45,female,0.17975583779767276,0.21476492286106266,0.21305116902645807
45,male,0.20328615974070596,0.23813100907757387,0.23301337005871386
46,female,0.17975583779767276,0.19704424050496694,0.21305116902645807
46,male,0.20328615974070596,0.21722228330513166,0.23301337005871386
47,female,0.17975583779767276,0.18215194011517408,0.21305116902645807
47,male,0.20328615974070596,0.19982022732987476,0.23301337005871386
48,female,0.17975583779767276,0.15885479097478977,0.21305116902645807
48,male,0.20328615974070596,0.17237401238933248,0.23301337005871386
49,female,0.17975583779767276,0.14098597097708743,0.21305116902645807
49,male,0.20328615974070596,0.15170481469295324,0.23301337005871386
50,female,0.18992279416175673,0.24061707334370094,0.21868246851820206
50,male,0.18690887220868116,0.2278356420139064,0.21107142657057795
51,female,0.18992279416175673,0.2181411154083177,0.21868246851820206
51,male,0.18690887220868116,0.2056113887989212,0.21107142657057795
52,female,0.18992279416175673,0.19954452233563058,0.21868246851820206
52,male,0.18690887220868116,0.18739086460966536,0.21107142657057795
53,female,0.18992279416175673,0.18237630338928645,0.21868246851820206
53,male,0.18690887220868116,0.16344898352663725,0.21107142657057795
54,female,0.18992279416175673,0.16795867579598553,0.21868246851820206
54,male,0.18690887220868116,0.14498422502029396,0.21107142657057795
55,female,0.17906035400514997,0.21403359421192392,0.2070228718932987
55,male,0.18400037931885913,0.2256130290752742,0.20807974546009114
56,female,0.17906035400514997,0.199483000891609,0.2070228718932987
56,male,0.18400037931885913,0.20493666180668688,0.20807974546009114
57,female,0.17906035400514997,0.18681178824112665,0.2070228718932987
57,male,0.18400037931885913,0.1877817610915667,0.20807974546009114
58,female,0.17906035400514997,0.17077064916262186,0.2070228718932987
58,male,0.18400037931885913,0.1713428533150884,0.20807974546009114
59,female,0.17906035400514997,0.15729451617175932,0.2070228718932987
59,male,0.18400037931885913,0.15759024881263373,0.20807974546009114
60,female,0.17985128496512387,0.21447089876931955,0.20807742862070963
60,male,0.18259337711129373,0.2118274172218224,0.20038379755725677
61,female,0.17985128496512387,0.19896332521077376,0.20807742862070963
61,male,0.18259337711129373,0.19640647142659437,0.20038379755725677
62,female,0.17985128496512387,0.18545878303727895,0.20807742862070963
62,male,0.18259337711129373,0.18301150435864658,0.20038379755725677
63,female,0.17985128496512387,0.16685345925030926,0.20807742862070963
63,male,0.18259337711129373,0.1627062607353709,0.20038379755725677
64,female,0.17985128496512387,0.15154267655216128,0.20807742862070963
64,male,0.18259337711129373,0.14637764921530558,0.20038379755725677
65,female,0.16429684916278028,0.1926182071718726,0.19061172566751414
65,male,0.17464858600520483,0.2040999418808109,0.19627874413452592
66,female,0.16429684916278028,0.1774975512822168,0.19061172566751414
66,male,0.17464858600520483,0.18688074958236742,0.19627874413452592
67,female,0.16429684916278028,0.1644943707753409,0.19061172566751414
67,male,0.17464858600520483,0.1722697549701381,0.19627874413452592
68,female,0.16429684916278028,0.147685790289913,0.19061172566751414
68,male,0.17464858600520483,0.15685591880163274,0.19627874413452592
69,female,0.16429684916278028,0.13390703852107408,0.19061172566751414
69,male,0.17464858600520483,0.14391170482299828,0.19627874413452592
70,female,0.1700165275762376,0.19585122692524967,0.1937964677341405
70,male,0.171290830291588,0.19846554791575072,0.19543386142909647
71,female,0.1700165275762376,0.18030599847691978,0.1937964677341405
71,male,0.171290830291588,0.18426666117862722,0.19543386142909647
72,female,0.1700165275762376,0.16696807275185416,0.1937964677341405
72,male,0.171290830291588,0.17190287401030088,0.19543386142909647
73,female,0.1700165275762376,0.1552753589804552,0.1937964677341405
73,male,0.171290830291588,0.16527700933153716,0.19543386142909647
74,female,0.1700165275762376,0.14505298106116096,0.1937964677341405
74,male,0.171290830291588,0.15911291538265096,0.19543386142909647
75,female,0.15822018480349367,0.17014538455671716,0.1856736962134
75,male,0.1605131001785394,0.1645984170422313,0.18358238460597145
76,female,0.15822018480349367,0.16013413087823336,0.1856736962134
76,male,0.1605131001785394,0.1588311982744244,0.18358238460597145
77,female,0.15822018480349367,0.15118380478311896,0.1856736962134
77,male,0.1605131001785394,0.15342868368614293,0.18358238460597145
78,female,0.15822018480349367,0.1474965952575147,0.1856736962134
78,male,0.1605131001785394,0.15224176644026768,0.18358238460597145
79,female,0.15822018480349367,0.14396640833888,0.1856736962134
79,male,0.1605131001785394,0.15106944338828712,0.18358238460597145
80,female,0.16168917782939318,0.1558057881352245,0.19852560166522906
80,male,0.1711953889162545,0.16026928012106087,0.20513094146209665
81,female,0.16168917782939318,0.1527544922289025,0.19852560166522906
81,male,0.1711953889162545,0.15950012268467514,0.20513094146209665
82,female,0.16168917782939318,0.14982285084734254,0.19852560166522906
82,male,0.1711953889162545,0.15873895863109785,0.20513094146209665
83,female,0.16168917782939318,0.15213533328782583,0.19852560166522906
83,male,0.1711953889162545,0.16412993053681732,0.20513094146209665
84,female,0.16168917782939318,0.15451885356462094,0.19852560166522906
84,male,0.1711953889162545,0.16989801949270394,0.20513094146209665
85,female,0.18588401990192716,0.16503575317369704,0.2318904883880555
85,male,0.1546175219772528,0.1263219783991231,0.1861423350288309
86,female,0.18588401990192716,0.1677016290329713,0.2318904883880555
86,male,0.1546175219772528,0.13109360955802213,0.1861423350288309
87,female,0.18588401990192716,0.17045326365301033,0.2318904883880555
87,male,0.1546175219772528,0.1362380212729389,0.1861423350288309
88,female,0.18588401990192716,0.18470026240166726,0.2318904883880555
88,male,0.1546175219772528,0.14504372993663067,0.1861423350288309
89,female,0.18588401990192716,0.20153254207749383,0.2318904883880555
89,male,0.1546175219772528,0.15506237423063607,0.1861423350288309
90,female,0.1835199583368174,0.1121418391147525,0.21651769913204816
90,male,0.1786014742153826,0.1101664234356208,0.20831493828223288
91,female,0.1835199583368174,0.12481524889332983,0.21651769913204816
91,male,0.1786014742153826,0.11930944119563275,0.20831493828223288
92,female,0.1835199583368174,0.14065011768234034,0.21651769913204816
92,male,0.1786014742153826,0.13004236201521488,0.20831493828223288
93,female,0.1835199583368174,0.14746916474661714,0.21651769913204816
93,male,0.1786014742153826,0.13666817816272916,0.20831493828223288
94,female,0.1835199583368174,0.15495388585122954,0.21651769913204816
94,male,0.1786014742153826,0.14396324770913782,0.20831493828223288
95,female,0.1905085392494364,0.16566042687382634,0.25103391346277615
95,male,0.20509794378337198,0.17144204605466745,0.25657329704216536
96,female,0.1905085392494364,0.1749419261815513,0.25103391346277615
96,male,0.20509794378337198,0.18156362444981278,0.25657329704216536
97,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
97,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
98,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
98,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
99,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
99,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
100,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
100,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
101,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
101,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
102,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
102,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
103,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
103,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
104,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
104,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
105,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
105,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
106,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
106,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
107,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
107,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
108,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
108,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
109,female,0.1905085392494364,0.18528300181781715,0.25103391346277615
109,male,0.20509794378337198,0.1928872441086142,0.25657329704216536
