age,sex,i,prev,f
17,male,0.3670388633251189,0.3556718697794483,0.46427510043250486
18,female,0.2996232208619583,0.1805627481118486,0.3951232938886851
18,male,0.3670388633251189,0.2656243286954733,0.46427510043250486
19,female,0.2996232208619583,0.13057940778226437,0.3951232938886851
19,male,0.3670388633251189,0.21191656233480385,0.46427510043250486
20,female,0.3285750053961847,0.45904007248621076,0.41249985181411863
20,male,0.34112733859374106,0.4186652780606524,0.43743354061655343
21,female,0.3285750053961847,0.3772998163155624,0.41249985181411863
21,male,0.34112733859374106,0.35831463967867616,0.43743354061655343
22,female,0.3285750053961847,0.3202120608035205,0.41249985181411863
22,male,0.34112733859374106,0.31313549154912496,0.43743354061655343
23,female,0.3285750053961847,0.28123383847251926,0.41249985181411863
23,male,0.34112733859374106,0.2691346166168989,0.43743354061655343
24,female,0.3285750053961847,0.25068282472817405,0.41249985181411863
24,male,0.34112733859374106,0.23594987015204108,0.43743354061655343
25,female,0.29118701468733593,0.3276976584311005,0.3544871694135793
25,male,0.3248579480508978,0.3722428537116347,0.3931843928461843
26,female,0.29118701468733593,0.2983930146397107,0.3544871694135793
26,male,0.3248579480508978,0.3353681815695394,0.3931843928461843
27,female,0.29118701468733593,0.27387290055867236,0.3544871694135793
27,male,0.3248579480508978,0.3051162255149219,0.3931843928461843
28,female,0.29118701468733593,0.2582131481774552,0.3544871694135793
28,male,0.3248579480508978,0.27749795709968733,0.3931843928461843
29,female,0.29118701468733593,0.2442321259945907,0.3544871694135793
29,male,0.3248579480508978,0.25444588014758857,0.3931843928461843
30,female,0.2751884678359452,0.286102593206926,0.33902646867898034
30,male,0.2909111023212948,0.31773628701795786,0.3711263546278703
31,female,0.2751884678359452,0.2725374441232714,0.33902646867898034
31,male,0.2909111023212948,0.2947744982406478,0.3711263546278703
32,female,0.2751884678359452,0.2602249734533425,0.33902646867898034
32,male,0.2909111023212948,0.27485521300154914,0.3711263546278703
33,female,0.2751884678359452,0.2544615038904075,0.33902646867898034
33,male,0.2909111023212948,0.26236838148286823,0.3711263546278703
34,female,0.2751884678359452,0.2489591693961103,0.33902646867898034
34,male,0.2909111023212948,0.2509361477748559,0.3711263546278703
35,female,0.28106020481581523,0.2842666269479233,0.349856096388982
35,male,0.28885560912085295,0.2957998497884074,0.3668651008629516
36,female,0.28106020481581523,0.2783986592970515,0.349856096388982
36,male,0.28885560912085295,0.2838815213341127,0.3668651008629516
37,female,0.28106020481581523,0.2727796827252076,0.349856096388982
37,male,0.28885560912085295,0.2728568691377376,0.3668651008629516
38,female,0.28106020481581523,0.252807592099303,0.349856096388982
38,male,0.28885560912085295,0.2515181393154038,0.3668651008629516
39,female,0.28106020481581523,0.23559392722023068,0.349856096388982
39,male,0.28885560912085295,0.23322711180008168,0.3668651008629516
40,female,0.25788253075916606,0.28123479734839546,0.326910365819235
40,male,0.3001436546872159,0.3334842219352364,0.3680616880964195
41,female,0.25788253075916606,0.26452419341836786,0.326910365819235
41,male,0.3001436546872159,0.3129044735118511,0.3680616880964195
42,female,0.25788253075916606,0.24972572434383994,0.326910365819235
42,male,0.3001436546872159,0.2947452638497864,0.3680616880964195
43,female,0.25788253075916606,0.24643422790813244,0.326910365819235
43,male,0.3001436546872159,0.27440393251451123,0.3680616880964195
44,female,0.25788253075916606,0.24323714908063923,0.326910365819235
44,male,0.3001436546872159,0.2567162384532763,0.3680616880964195
45,female,0.25865953420537097,0.26030162871980433,0.33198434048747855
45,male,0.3194695443936117,0.3427015374613215,0.3948998871012272
46,female,0.25865953420537097,0.2570279433481582,0.33198434048747855
46,male,0.3194695443936117,0.3231929684309355,0.3948998871012272
47,female,0.25865953420537097,0.2538443238441171,0.33198434048747855
47,male,0.3194695443936117,0.30581303501739265,0.3948998871012272
48,female,0.25865953420537097,0.2473328704392912,0.33198434048747855
48,male,0.3194695443936117,0.2854808846063817,0.3948998871012272
49,female,0.25865953420537097,0.24116348336503787,0.33198434048747855
49,male,0.3194695443936117,0.2677113034796585,0.3948998871012272
50,female,0.25525055963623583,0.2617955384105878,0.3221077549935636
50,male,0.31582944221042736,0.33593419143453673,0.38795203814687135
51,female,0.25525055963623583,0.25498883232892056,0.3221077549935636
51,male,0.31582944221042736,0.3171869263221709,0.38795203814687135
52,female,0.25525055963623583,0.2485137380757377,0.3221077549935636
52,male,0.31582944221042736,0.3004268843352763,0.38795203814687135
53,female,0.25525055963623583,0.24476853685993724,0.3221077549935636
53,male,0.31582944221042736,0.2785105633804584,0.38795203814687135
54,female,0.25525055963623583,0.24112714973256308,0.3221077549935636
54,male,0.31582944221042736,0.2595804636445221,0.38795203814687135
55,female,0.25187788801959266,0.24228489518184962,0.32740661344106436
55,male,0.3385401219251936,0.3556961844817197,0.42336530636650277
56,female,0.25187788801959266,0.2387705008415152,0.32740661344106436
56,male,0.3385401219251936,0.3344264652989137,0.42336530636650277
57,female,0.25187788801959266,0.23534970897397436,0.32740661344106436
57,male,0.3385401219251936,0.3155632497016595,0.42336530636650277
58,female,0.25187788801959266,0.22159839617206092,0.32740661344106436
58,male,0.3385401219251936,0.29732245617998315,0.42336530636650277
59,female,0.25187788801959266,0.20934051899492379,0.32740661344106436
59,male,0.3385401219251936,0.2810807439372572,0.42336530636650277
60,female,0.26494798855609253,0.26923412396156754,0.35210040963533457
60,male,0.3272575334237291,0.31358561150647607,0.41554519793940686
61,female,0.26494798855609253,0.25618066679395435,0.35210040963533457
61,male,0.3272575334237291,0.2976515866958391,0.41554519793940686
62,female,0.26494798855609253,0.2443460057093227,0.35210040963533457
62,male,0.3272575334237291,0.28321890859363397,0.41554519793940686
63,female,0.26494798855609253,0.23436020774408264,0.35210040963533457
63,male,0.3272575334237291,0.26276833494040996,0.41554519793940686
64,female,0.26494798855609253,0.22516760278159886,0.35210040963533457
64,male,0.3272575334237291,0.24502429901783648,0.41554519793940686
65,female,0.27528652036151646,0.2690630472331804,0.3698292946305894
65,male,0.3294778340474692,0.315895026767138,0.4256708862873626
66,female,0.27528652036151646,0.2592958823552621,0.3698292946305894
66,male,0.3294778340474692,0.2970032612178101,0.4256708862873626
67,female,0.27528652036151646,0.25022195238914885,0.3698292946305894
67,male,0.3294778340474692,0.28019880229048677,0.4256708862873626
68,female,0.27528652036151646,0.24574247594958237,0.3698292946305894
68,male,0.3294778340474692,0.26501253511351414,0.4256708862873626
69,female,0.27528652036151646,0.2414249144055388,0.3698292946305894
69,male,0.3294778340474692,0.2513519068230918,0.4256708862873626
70,female,0.2768050768846938,0.26003838700212917,0.3663875604291668
70,male,0.3525827624936575,0.3251954484295146,0.45276508540599836
71,female,0.2768050768846938,0.2548773829283136,0.3663875604291668
71,male,0.3525827624936575,0.3100384880833502,0.45276508540599836
72,female,0.2768050768846938,0.2498953116853175,0.3663875604291668
72,male,0.3525827624936575,0.29620418800692405,0.45276508540599836
73,female,0.2768050768846938,0.24453603837980828,0.3663875604291668
73,male,0.3525827624936575,0.29346474426888747,0.45276508540599836
74,female,0.2768050768846938,0.23937905823227212,0.3663875604291668
74,male,0.3525827624936575,0.29077094609469994,0.45276508540599836
75,female,0.25557349372066174,0.23248506298100496,0.3508375375184438
75,male,0.34470766582419976,0.28286427055067054,0.45079368686363114
76,female,0.25557349372066174,0.22773946708205,0.3508375375184438
76,male,0.34470766582419976,0.280306116535771,0.45079368686363114
77,female,0.25557349372066174,0.2231637275711769,0.3508375375184438
77,male,0.34470766582419976,0.27778970727826324,0.45079368686363114
78,female,0.25557349372066174,0.21329236394172682,0.3508375375184438
78,male,0.34470766582419976,0.27287565606593667,0.45079368686363114
79,female,0.25557349372066174,0.2042167341193167,0.3508375375184438
79,male,0.34470766582419976,0.2681237873561168,0.45079368686363114
80,female,0.2854028518493626,0.2702062020852191,0.38780667775807426
80,male,0.3375797738593318,0.29738269937446626,0.45037769384224013
81,female,0.2854028518493626,0.25925188118560805,0.38780667775807426
81,male,0.3375797738593318,0.2925303667253168,0.45037769384224013
82,female,0.2854028518493626,0.24908689268960657,0.38780667775807426
82,male,0.3375797738593318,0.2879632498484368,0.45037769384224013
83,female,0.2854028518493626,0.253552225726842,0.38780667775807426
83,male,0.3375797738593318,0.28856860507845083,0.45037769384224013
84,female,0.2854028518493626,0.25821650654491923,0.38780667775807426
84,male,0.3375797738593318,0.2891765108209886,0.45037769384224013
85,female,0.27703711275149245,0.22827021981849296,0.38604292161066367
85,male,0.3454631766170408,0.29651333659320933,0.4675954377222033
86,female,0.27703711275149245,0.23350239075549348,0.38604292161066367
86,male,0.3454631766170408,0.2971406218121904,0.4675954377222033
87,female,0.27703711275149245,0.23898004099839074,0.38604292161066367
87,male,0.3454631766170408,0.29777056674929014,0.4675954377222033
88,female,0.27703711275149245,0.25529774312949555,0.38604292161066367
88,male,0.3454631766170408,0.3256576444295031,0.4675954377222033
89,female,0.27703711275149245,0.27400711512443104,0.38604292161066367
89,male,0.3454631766170408,0.3593078690456386,0.4675954377222033
90,female,0.2862669547573581,0.20861577115594626,0.4063789819833174
90,male,0.32934187798443004,0.23496706663071648,0.46135817371683097
91,female,0.2862669547573581,0.22652970541294046,0.4063789819833174
91,male,0.32934187798443004,0.2655707994335981,0.46135817371683097
92,female,0.2862669547573581,0.2478091976087808,0.4063789819833174
92,male,0.32934187798443004,0.30534044711883535,0.46135817371683097
93,female,0.2862669547573581,0.29533191859280244,0.4063789819833174
93,male,0.32934187798443004,0.3673573870725799,0.46135817371683097
94,female,0.2862669547573581,0.36540642687453906,0.4063789819833174
94,male,0.32934187798443004,0.4609873913458096,0.46135817371683097
95,female,0.2785346489729451,0.09166080883452853,0.3954953112838924
95,male,0.308604546787214,0.09163333441192684,0.42544354878707147
96,female,0.2785346489729451,0.13305123280386436,0.3954953112838924
96,male,0.308604546787214,0.1392721704836837,0.42544354878707147
97,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
97,male,0.308604546787214,0.2900811204512296,0.42544354878707147
98,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
98,male,0.308604546787214,0.2900811204512296,0.42544354878707147
99,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
99,male,0.308604546787214,0.2900811204512296,0.42544354878707147
100,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
100,male,0.308604546787214,0.2900811204512296,0.42544354878707147
101,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
101,male,0.308604546787214,0.2900811204512296,0.42544354878707147
102,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
102,male,0.308604546787214,0.2900811204512296,0.42544354878707147
103,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
103,male,0.308604546787214,0.2900811204512296,0.42544354878707147
104,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
104,male,0.308604546787214,0.2900811204512296,0.42544354878707147
105,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
105,male,0.308604546787214,0.2900811204512296,0.42544354878707147
106,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
106,male,0.308604546787214,0.2900811204512296,0.42544354878707147
107,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
107,male,0.308604546787214,0.2900811204512296,0.42544354878707147
108,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
108,male,0.308604546787214,0.2900811204512296,0.42544354878707147
109,female,0.2785346489729451,0.24259976620305537,0.3954953112838924
109,male,0.308604546787214,0.2900811204512296,0.42544354878707147
