age,sex,prev,disability_rate,i,i_apc,f,f_apc,r,r_apc,income_first,income,income_last,expenditure_rate_first,expenditure_rate,expenditure_rate_last
0,female,0.0,0.0,0.0,0.02419261968828754,0.0,0.10886684479057118,0.0,-0.07257793164279426,0.0,0.0,0.0,0.0,0.0,0.0
0,male,0.0,0.0,0.0,0.024192610556603624,0.0,0.10886683636520868,0.0,-0.07257790424771512,0.0,0.0,0.0,0.0,0.0,0.0
1,female,0.0,0.0,0.0,0.022886029705710458,0.0,0.10162420783922269,0.0,-0.06865815777528915,0.0,0.0,0.0,0.0,0.0,0.0
1,male,0.0,0.0,0.0,0.023102139929947328,0.0,0.10139968190798403,0.0,-0.06930648909633108,0.0,0.0,0.0,0.0,0.0,0.0
2,female,0.0,0.0,0.0,0.021579439723133417,0.0,0.09438157088787419,0.0,-0.06473838390778416,0.0,0.0,0.0,0.0,0.0,0.0
2,male,0.0,0.0,0.0,0.02201166930329107,0.0,0.0939325274507594,0.0,-0.06603507394494716,0.0,0.0,0.0,0.0,0.0,0.0
3,female,0.0,0.0,0.0,0.02027284974055639,0.0,0.08713893393652582,0.0,-0.060818610040279206,0.0,0.0,0.0,0.0,0.0,0.0
3,male,0.0,0.0,0.0,0.020921198676634778,0.0,0.08646537299353471,0.0,-0.06276365879356313,0.0,0.0,0.0,0.0,0.0,0.0
4,female,0.0,0.0,0.0,0.018966259757979335,0.0,0.0798962969851772,0.0,-0.05689883617277418,0.0,0.0,0.0,0.0,0.0,0.0
4,male,0.0,0.0,0.0,0.01983072804997851,0.0,0.07899821853631019,0.0,-0.05949224364217917,0.0,0.0,0.0,0.0,0.0,0.0
5,female,0.0,0.0,0.0,0.017659669775402252,0.0,0.07265366003382863,0.0,-0.05297906230526907,0.0,0.0,0.0,0.0,0.0,0.0
5,male,0.0,0.0,0.0,0.018740257423322238,0.0,0.07153106407908548,0.0,-0.056220828490795204,0.0,0.0,0.0,0.0,0.0,0.0
6,female,0.0,0.0,0.0,0.016353079792825215,0.0,0.06541102308248026,0.0,-0.04905928843776409,0.0,0.0,0.0,0.0,0.0,0.0
6,male,0.0,0.0,0.0,0.01764978679666596,0.0,0.06406390962186095,0.0,-0.05294941333941122,0.0,0.0,0.0,0.0,0.0,0.0
7,female,0.0,0.0,0.0,0.01504648981024816,0.0,0.05816838613113177,0.0,-0.045139514570259054,0.0,0.0,0.0,0.0,0.0,0.0
7,male,0.0,0.0,0.0,0.016559316170009684,0.0,0.056596755164636275,0.0,-0.04967799818802725,0.0,0.0,0.0,0.0,0.0,0.0
8,female,0.0,0.0,0.0,0.013739899827671096,0.0,0.05076024538867761,0.0,-0.09259019264654075,0.0,0.0,0.0,0.0,0.0,0.0
8,male,0.0,0.0,0.0,0.015468845543353397,0.0,0.047950917702124216,0.0,0.02073650282110319,0.0,0.0,0.0,0.0,0.0,0.0
9,female,0.0,0.0,0.0,0.008518777076864666,0.0,0.04151505365898892,0.0,-0.10352199576844254,0.0,0.0,0.0,0.0,0.0,0.0
9,male,0.0,0.0,0.0,0.014378374916697127,0.0,0.0387692131163549,0.0,0.07607743515134748,0.0,0.0,0.0,0.0,0.0,0.0
10,female,0.0,0.0,0.0,-0.002601462537435536,0.0,0.03227387281875794,0.0,-0.11422128521899069,0.0,0.0,0.0,0.0,0.0,0.0
10,male,0.0,0.0,0.0,0.014924043440503965,0.0,0.029590451681756856,0.0,0.13395901517571035,0.0,0.0,0.0,0.0,0.0,0.0
11,female,0.0,0.0,0.0,-0.0023373220876003065,0.0,0.025150734369257008,0.0,-0.10439684890201556,0.0,0.0,0.0,0.0,0.0,0.0
11,male,0.0,0.0,0.0,0.014579761726819317,0.0,0.0222030378842059,0.0,0.11693156909887477,0.0,0.0,0.0,0.0,0.0,0.0
12,female,0.0,0.0,0.0,-0.002070680102080242,0.0,0.018027610259424034,0.0,-0.094534481125962,0.0,0.0,0.0,0.0,0.0,0.0
12,male,0.0,0.0,0.0,0.014236035901632124,0.0,0.014815630474643474,0.0,0.10025515026224349,0.0,0.0,0.0,0.0,0.0,0.0
13,female,4.2763875668690134e-07,0.10303110541026314,1.1980779027387803e-07,-0.0018015325971133794,0.15505672927290293,0.010904500490922868,0.00015499930754501505,-0.08463393821946505,0.0,0.0,0.0,0.0,0.0,0.0
13,male,1.5176793564671412e-07,0.10498611323428833,4.157797604821214e-08,0.013892866378834193,0.1475407325804232,0.0074282294535811585,0.00014165783332934124,0.08392368837025475,0.0,0.0,0.0,0.0,0.0,0.0
14,female,8.572864740744742e-07,0.10303110541026314,2.9633301284660935e-07,-0.0015298755822002325,0.21488936770113254,0.0037814050654747036,0.0003935865789524131,-0.07469497494619015,0.0,0.0,0.0,0.0,0.0,0.0
14,male,3.043722621897634e-07,0.10498611323428833,1.0330552040923745e-07,0.013550253572967916,0.20631074989713583,4.083482147430959e-05,0.00030532909323454743,0.06793121809660255,0.0,0.0,0.0,0.0,0.0,0.0
15,female,1.288950230721994e-06,0.1030311054102631,4.7123096608205656e-07,-0.0012557050608791804,0.19791982342698689,-0.0033416760151571247,0.0009994187962546542,-0.0647173444943014,0.0,0.0,0.0,0.0,0.0,0.0
15,male,4.578164365575914e-07,0.10498611323428833,1.6456929966846164e-07,0.013208197898885464,0.19214291243038517,-0.0073465534210239245,0.0006582583524269641,0.052271877276749264,0.0,0.0,0.0,0.0,0.0,0.0
16,female,1.7226371276077658e-06,0.10303110541026314,6.438026840735113e-07,9.029794823438644e-07,0.19822783700859775,-0.0032856484164644744,0.0025400732274704204,-0.05764056143517424,0.0,0.0,0.0,0.0,0.0,0.0
16,male,6.121039281555393e-07,0.10498611323428833,2.243088923400522e-07,0.013402789647767584,0.19135490898876764,-0.00701453381925525,0.0014336120946636013,0.035331633880817157,0.0,0.0,0.0,0.0,0.0,0.0
17,female,2.158354287789469e-06,0.10303110541026311,8.143392922400573e-07,0.0012600325387865183,0.19853592181171578,-0.003229606469554869,0.006457955376586301,-0.050524612806925,0.0,0.0,0.0,0.0,0.0,0.0
17,male,7.672382183484058e-07,0.10498611323428832,2.830050098864172e-07,0.013597939358720914,0.1905657249241758,-0.0066825078269675715,0.003123811827620983,0.018713097976211925,0.0,0.0,0.0,0.0,0.0,0.0
18,female,2.5306799685880797e-06,0.10755832690243385,1.0136280695434188e-06,0.0025216876325615716,0.2129530391268566,-0.0031735501727066994,0.016424819158462542,-0.04336924701049351,0.0,0.0,0.0,0.0,0.0,0.0
18,male,9.466532522598163e-07,0.1095006744082342,3.658228734262171e-07,0.013793647447410736,0.20507017500586106,-0.006350475443591901,0.006810270294162034,0.0024107062896610715,0.0,0.0,0.0,0.0,0.0,0.0
19,female,2.90474282849071e-06,0.1109380772461996,1.227822803515382e-06,0.00378587228301486,0.23093765575618028,-0.003117479524169361,0.04178976980845011,-0.036174210830993175,0.0,0.0,0.0,0.0,0.0,0.0
19,male,1.1270511961785827e-06,0.11259091443206336,4.592695726139771e-07,0.01398991432992643,0.2221943153117079,-0.0060184366686730426,0.014855214774997747,-0.013581008245726597,0.0,0.0,0.0,0.0,0.0,0.0
20,female,3.280548870771331e-06,0.11355754555704081,1.4393555228986216e-06,0.005052590518816777,0.244737462341366,-0.0030613945221925876,0.10636792517810363,-0.028939249426060895,0.0,0.0,0.0,0.0,0.0,0.0
