age,sex,incidence,incidence_apc,disability_rate,excess_mortality,excess_mortality_apc,income,income_death,expenditure_rate,expenditure_rate_death
21,female,1.830806977084609e-07,0.005654318067385589,0.3074495585076343,0.426426506824972,-0.010056508795865948,0.0,0.0,0.0,0.0
21,male,5.404132250556546e-07,0.01845263193587887,0.4678023084181972,0.15399893995733524,-0.018886143968624314,0.0,0.0,0.0,0.0
22,female,2.2935658348622704e-07,0.006764845090140081,0.30744955850763434,0.4264265068249721,-0.010401375490186382,0.0,0.0,0.0,0.0
22,male,6.763403879361147e-07,0.01907349258726354,0.4678023084181973,0.15399893995733524,-0.019597548331003023,0.0,0.0,0.0,0.0
23,female,2.3229412010327697e-07,0.007876598434799709,0.30503863013332105,0.433467422939866,-0.010746879678565469,0.0,0.0,0.0,0.0
23,male,6.754693251615721e-07,0.019694731597720505,0.4645129381142526,0.15993393888049695,-0.02030932285072473,0.0,0.0,0.0,0.0
24,female,2.352435193809976e-07,0.00898957945259049,0.3026776348006878,0.44036251375294827,-0.011093022259315966,0.0,0.0,0.0,0.0
24,male,6.7459513149999e-07,0.020316349168922665,0.46120700876531495,0.16589881522855215,-0.0210214677302224,0.0,0.0,0.0,0.0
25,female,2.382048194008809e-07,0.010103789495624182,0.3003650371549108,0.44711626314048647,-0.011439804131475384,-0.002420961843637096,-0.002420961843637096,0.0,0.0
25,male,6.737178005645372e-07,0.02093834549590512,0.45788439501582895,0.17189379518007505,-0.021733983165266868,-0.008634887904607473,-0.008634887904607473,0.0,0.0
26,female,2.4117805835439715e-07,0.011219229916821005,0.29809936414856497,0.4537329730151644,-0.011787226194364231,-0.002420961843637096,-0.002420961843637096,0.0,0.0
26,male,6.728373259473593e-07,0.021560720765812613,0.4545449702417468,0.1779191072023762,-0.02244686934373885,-0.008634887904607473,-0.008634887904607473,0.0,0.0
27,female,2.4416327454321933e-07,0.012335902069789517,0.29587920191268835,0.460216772463879,-0.012135289347713796,-0.002420961843637096,-0.002420961843637096,0.0,0.0
27,male,6.719537012170039e-07,0.02218347515587582,0.4511886065344426,0.18397498208052612,-0.023160126443686035,-0.008634887904607473,-0.008634887904607473,0.0,0.0
28,female,2.563798547848352e-07,0.013453807308653642,0.2926233552003585,0.4723317780150316,-0.012483994491410133,-0.002420961843637096,-0.002420961843637096,0.0,0.0
28,male,8.45428452424412e-07,0.022806608831250408,0.4453323119339247,0.19486259092651098,-0.023873754630815536,-0.008634887904607473,-0.008634887904607473,0.0,0.0
29,female,2.686492347554741e-07,0.0145729469879059,0.2896511693645591,0.4833912814503149,-0.012833342525413016,-0.002420961843637096,-0.002420961843637096,0.0,0.0
29,male,1.0193253402849304e-06,0.023430121942218385,0.4414623372497399,0.20205737422882966,-0.02458775405637148,-0.008634887904607473,-0.008634887904607473,0.0,0.0
30,female,2.809715881441278e-07,0.01569332246216648,0.2869271215365885,0.49352746336345354,-0.013183334349352371,-0.002750586356363242,-0.002750586356363242,0.0,0.0
30,male,1.1936451357700809e-06,0.024054014620947806,0.4387146428471516,0.20716569338357949,-0.025302124853133434,-0.008187226641593444,-0.008187226641593444,0.0,0.0
31,female,2.9260586738703727e-07,0.015529491860015954,0.2844213825482498,0.5028513180887083,-0.01297724651696619,-0.002750586356363242,-0.002750586356363242,0.0,0.0
31,male,1.3680030767044424e-06,0.0245339287316797,0.4366628643415044,0.21098021490818128,-0.024999575340891922,-0.008187226641593444,-0.008187226641593444,0.0,0.0
32,female,3.0423261156886184e-07,0.015365687638503323,0.28210872012950383,0.5114567349023885,-0.01277118328395832,-0.002750586356363242,-0.002750586356363242,0.0,0.0
32,male,1.5426868876675452e-06,0.025014066802905077,0.43507233442489657,0.21393721566909438,-0.024696636774744984,-0.008187226641593444,-0.008187226641593444,0.0,0.0
33,female,3.9990799978669485e-07,0.015201909785777401,0.2797128484884901,0.5213886021546237,-0.012565144638430725,-0.002750586356363242,-0.002750586356363242,0.0,0.0
33,male,2.1920097755639735e-06,0.025494428703331407,0.4271793470827265,0.21632090980833635,-0.02439330854294397,-0.008187226641593444,-0.008187226641593444,0.0,0.0
34,female,4.955216317444022e-07,0.015038158288645187,0.27824281758083586,0.5274824811344366,-0.012359130567197285,-0.002750586356363242,-0.002750586356363242,0.0,0.0
34,male,2.842548777575769e-06,0.02597501424321691,0.4228876882857444,0.21761699726907976,-0.02408958997543298,-0.008187226641593444,-0.008187226641593444,0.0,0.0
35,female,5.910735372814802e-07,0.014874433132508802,0.27724886695112455,0.5316028127668069,-0.012153141055474936,-0.005745231936140875,-0.005745231936140875,0.0,0.0
35,male,3.4943055951140244e-06,0.02645582315990036,0.42019044137253975,0.21843156992457413,-0.023785480328320174,-0.01236810249736231,-0.01236810249736231,0.0,0.0
36,female,6.865637462143448e-07,0.014710734300954043,0.2765319541489611,0.5345747093662018,-0.011947176086916755,-0.005745231936140875,-0.005745231936140875,0.0,0.0
36,male,4.147281929114663e-06,0.02693685510000443,0.41833827931667983,0.2189909256724152,-0.02348097876689481,-0.01236810249736231,-0.01236810249736231,0.0,0.0
37,female,7.819922883343786e-07,0.0145470617755874,0.275990420867064,0.5368195861686142,-0.011741235642889869,-0.005745231936140875,-0.005745231936140875,0.0,0.0
37,male,4.801479479248537e-06,0.02741810959677493,0.41698782873401,0.21939876379500375,-0.023176084342656278,-0.01236810249736231,-0.01236810249736231,0.0,0.0
38,female,1.1591408992621835e-06,0.01438341553561795,0.2742088017549681,0.5511085592299854,-0.011535319702653535,-0.005745231936140875,-0.005745231936140875,0.0,0.0
38,male,6.868412863326955e-06,0.027899586042893887,0.41700826612166186,0.22532808885897512,-0.0228707959660559,-0.01236810249736231,-0.01236810249736231,0.0,0.0
39,female,1.5360461120546065e-06,0.014219795557569359,0.2733023747193224,0.5583783013463033,-0.011329428242648598,-0.005745231936140875,-0.005745231936140875,0.0,0.0
39,male,8.939217345602708e-06,0.028381283655414924,0.41701926415059803,0.22851885324315274,-0.022565112371810025,-0.01236810249736231,-0.01236810249736231,0.0,0.0
40,female,1.9127080441110336e-06,0.014056201814649949,0.27275341539444037,0.5627810746168482,-0.0111235612358771,-0.012433177744445162,-0.012433177744445162,0.0,0.0
40,male,1.1013898290158676e-05,0.028863201433099617,0.4170261355323278,0.23051238865035836,-0.02225903207555069,-0.021346449475691174,-0.021346449475691174,0.0,0.0
41,female,2.2863994498270098e-06,0.013288456897409429,0.2723852912201711,0.5657335106193933,-0.010854807795861454,-0.012433177744445162,-0.012433177744445162,0.0,0.0
41,male,1.3074049542550759e-05,0.028621316101706817,0.41703083594683715,0.23187607984395317,-0.022250637867853973,-0.021346449475691174,-0.021346449475691174,0.0,0.0
42,female,2.6589552103295774e-06,0.012521293239022402,0.2721212837108587,0.5678509083072333,-0.01058638735032158,-0.012433177744445162,-0.012433177744445162,0.0,0.0
42,male,1.5132261114939165e-05,0.02837948388936362,0.417034253890752,0.2328676987762114,-0.022242242618782715,-0.021346449475691174,-0.021346449475691174,0.0,0.0
43,female,2.9895655137289835e-06,0.011754710406198576,0.2701573521032676,0.5855508890039303,-0.010318299589437085,-0.012433177744445162,-0.012433177744445162,0.0,0.0
43,male,1.8572339834643544e-05,0.028137704177331857,0.4039307562107832,0.2529865803434803,-0.022233845722287704,-0.021346449475691174,-0.021346449475691174,0.0,0.0
44,female,3.319168880223097e-06,0.010988707967677591,0.26858882397627865,0.5996872863522992,-0.010050544205398415,-0.012433177744445162,-0.012433177744445162,0.0,0.0
44,male,2.200918021997043e-05,0.027895976249314947,0.39493000577079135,0.2668061754272851,-0.022225446474445576,-0.021346449475691174,-0.021346449475691174,0.0,0.0
45,female,3.6477676007217164e-06,0.010223285494620038,0.2673072092064687,0.6112378701906334,-0.009783120892784103,-0.01343013792661044,-0.01343013792661044,0.0,0.0
45,male,2.5442784413343455e-05,0.027654299275744476,0.38836595065433555,0.2768845110529618,-0.022217044058238544,-0.053993274043425,-0.053993274043425,0.0,0.0
46,female,3.9753639615531575e-06,0.009458442560909885,0.2662403816211118,0.6208526793797792,-0.009516029348817345,-0.01343013792661044,-0.01343013792661044,0.0,0.0
46,male,2.8873154526626554e-05,0.027412672295688223,0.3833670632509625,0.2845597154978268,-0.022208637525435115,-0.053993274043425,-0.053993274043425,0.0,0.0
47,female,4.3019602444850795e-06,0.008694178743664738,0.26533852128837787,0.6289807172497361,-0.009249269273835847,-0.01343013792661044,-0.01343013792661044,0.0,0.0
47,male,3.230029263543836e-05,0.027171094195855616,0.37943316586463727,0.29059975286390016,-0.022200225775217186,-0.053993274043425,-0.053993274043425,0.0,0.0
48,female,4.753606718293037e-06,0.007930493623686141,0.2633959527783848,0.6407275512096343,-0.00898284037193231,-0.01343013792661044,-0.01343013792661044,0.0,0.0
48,male,3.856647823318325e-05,0.02692956368597188,0.38030544862569654,0.29535489131254744,-0.022191807529762464,-0.053993274043425,-0.053993274043425,0.0,0.0
49,female,5.203876083581263e-06,0.007167386786109731,0.26179492056450365,0.6504090937056453,-0.008716742351287277,-0.01343013792661044,-0.01343013792661044,0.0,0.0
49,male,4.4826762687437315e-05,0.026688079270824838,0.3809333881663376,0.2987780237948429,-0.02218338130660391,-0.053993274043425,-0.053993274043425,0.0,0.0
50,female,5.652771475032874e-06,0.0064048578210660345,0.26045263113549866,0.6585260023075988,-0.00845097492524538,-0.0193570482337235,-0.0193570482337235,0.0,0.0
50,male,5.108114959856803e-05,0.026446639217365675,0.38140703931123016,0.301360072725386,-0.02217494538511766,-0.21265749978954573,-0.21265749978954573,0.0,0.0
51,female,6.096387581057445e-06,0.0053206986135814205,0.2593110507802051,0.6654292105170049,-0.007705887201195805,-0.0193570482337235,-0.0193570482337235,0.0,0.0
51,male,5.717467715654877e-05,0.024817357350257252,0.381777044787817,0.303377110487076,-0.02205653068024116,-0.21265749978954573,-0.21265749978954573,0.0,0.0
52,female,6.538066948254403e-06,0.004237707470362118,0.2583282937667059,0.6713720039892105,-0.0069618523363302875,-0.0193570482337235,-0.0193570482337235,0.0,0.0
52,male,6.322903261143094e-05,0.023190663878270623,0.38207406955284257,0.3049963031886014,-0.021938431360436494,-0.21265749978954573,-0.21265749978954573,0.0,0.0
53,female,6.968224001489929e-06,0.0031558831421603095,0.25429252779277683,0.7135655677418882,-0.0062188691203677315,-0.0193570482337235,-0.0193570482337235,0.0,0.0
53,male,6.869625834501787e-05,0.021566554844965502,0.379392636606625,0.3131576138918286,-0.021820646889035178,-0.21265749978954573,-0.21265749978954573,0.0,0.0
54,female,7.396498176210329e-06,0.0020752243816415383,0.2507404964953549,0.7507017297412346,-0.0054769363451199204,-0.0193570482337235,-0.0193570482337235,0.0,0.0
54,male,7.412816330620271e-05,0.019945026308488156,0.377119944360349,0.3200748659457491,-0.021703176738484098,-0.21265749978954573,-0.21265749978954573,0.0,0.0
55,female,7.822895587411771e-06,0.0009957299434057987,0.2475901454227686,0.7836383617667733,-0.004736052804332314,-0.046563616522767116,-0.046563616522767116,0.0,0.0
55,male,7.952491667490526e-05,0.018326074342484455,0.3751691527164883,0.3260123691547199,-0.02158602039162194,-0.6132975424011161,-0.6132975424011161,0.0,0.0
56,female,8.247422332529369e-06,-8.260141609561789e-05,0.24477698515395707,0.8130496948112019,-0.003996217293587123,-0.046563616522767116,-0.046563616522767116,0.0,0.0
56,male,8.48866869219883e-05,0.016709695036275063,0.37347639444979497,0.3311645122204002,-0.021469177342470558,-0.6132975424011161,-0.6132975424011161,0.0,0.0
57,female,8.67008449148684e-06,-0.0011597709385487986,0.2422496299680185,0.8394729618818001,-0.0032574286104013472,-0.046563616522767116,-0.046563616522767116,0.0,0.0
57,male,9.021364181261019e-05,0.015095884495211376,0.371993649829777,0.3356774498101968,-0.02135264709512108,-0.6132975424011161,-0.6132975424011161,0.0,0.0
58,female,9.103030425907415e-06,-0.0022357798635358472,0.24192475737464827,0.850191071339938,-0.002519685554085216,-0.046563616522767116,-0.046563616522767116,0.0,0.0
58,male,9.120899122027685e-05,0.013484638841348762,0.3685037479463283,0.344381303533753,-0.02123642916558499,-0.6132975424011161,-0.6132975424011161,0.0,0.0
59,female,9.534071588311014e-06,-0.00331062942875604,0.24163059603233125,0.8598959634411748,-0.0017829869259956554,-0.046563616522767116,-0.046563616522767116,0.0,0.0
59,male,9.219711895549671e-05,0.011875954213676598,0.3651105554382349,0.352843963010335,-0.021120523081757936,-0.6132975424011161,-0.6132975424011161,0.0,0.0
60,female,9.963214175320375e-06,-0.00438432086981555,0.2413629876398645,0.8687248277433905,-0.0010473315297564456,-0.11061241481881734,-0.11061241481881734,0.0,0.0
60,male,9.317806088574196e-05,0.010269826769172319,0.36181010734291175,0.36107531690028843,-0.021004928384347865,-1.341688149874527,-1.341688149874527,0.0,0.0
61,female,1.0415414957032571e-05,-0.004263474654316646,0.24111849218870224,0.8767911560857982,-0.0011728440052758415,-0.11061241481881734,-0.11061241481881734,0.0,0.0
61,male,9.43128967674301e-05,0.009528531439779275,0.35859865252025186,0.3690847205883418,-0.020829852876102617,-1.341688149874527,-1.341688149874527,0.0,0.0
62,female,1.0867834714255097e-05,-0.004142613779423376,0.2408942392886577,0.8841896476115029,-0.0012983711182152913,-0.11061241481881734,-0.11061241481881734,0.0,0.0
62,male,9.544420262758939e-05,0.008787780393563649,0.3554726394305973,0.3768810316535078,-0.02065499756713074,-1.341688149874527,-1.341688149874527,0.0,0.0
63,female,1.1363449902055145e-05,-0.004021738244137096,0.24045849842770792,0.8969505902499478,-0.0014239128695703318,-0.11061241481881734,-0.11061241481881734,0.0,0.0
63,male,9.711607164565966e-05,0.008047573234286842,0.3528312904361818,0.38617575337791193,-0.0204803622464107,-1.341688149874527,-1.341688149874527,0.0,0.0
64,female,1.1859305091518898e-05,-0.003900848047435068,0.24005899278931958,0.9086503618162347,-0.0015494692607699312,-0.11061241481881734,-0.11061241481881734,0.0,0.0
64,male,9.878283013930742e-05,0.007307909566093063,0.35028669502848686,0.3951300060214386,-0.020305946703965794,-1.341688149874527,-1.341688149874527,0.0,0.0
65,female,1.2355400369916488e-05,-0.003779943188341628,0.23969138294357858,0.9194160452194461,-0.0016750402922458552,0.0,0.0,0.0,0.0
65,male,0.00010044448950922066,0.006568788993600805,0.3478336326438108,0.40376216038134044,-0.02013175072931339,0.0,0.0,0.0,0.0
66,female,1.2851735824542866e-05,-0.003659023665889438,0.239351995766404,0.9293552101871495,-0.0018006259651808243,0.0,0.0,0.0,0.0
66,male,0.00010210106113361426,0.005830211121391482,0.34546725166610687,0.41208928895396907,-0.01995777411218702,0.0,0.0,0.0,0.0
67,female,1.3348311542716402e-05,-0.0035380894791704476,0.2390377012807496,0.9385595200475413,-0.0019262262805043173,0.0,0.0,0.0,0.0
67,male,0.00010375255636838458,0.005092175554584966,0.3431830374000016,0.42012727863547233,-0.019784016643220603,0.0,0.0,0.0,0.0
68,female,1.3670777849593887e-05,-0.003417140627391735,0.23895684908847156,0.9484711833551754,-0.002051841239030683,0.0,0.0,0.0,0.0
68,male,0.00010591025403561799,0.004354681898687485,0.34649038666865295,0.41635820060139644,-0.019610478112341623,0.0,0.0,0.0,0.0
69,female,1.3993399940488045e-05,-0.003296177109668119,0.23887968668785473,0.9579305154199491,-0.0021774708416804067,0.0,0.0,0.0,0.0
69,male,0.00010806139792452785,0.003617729759399335,0.349656548803695,0.4127500203984098,-0.019437158310405933,0.0,0.0,0.0,0.0
70,female,1.4316177871972576e-05,-0.003175198925350453,0.2388059671313436,0.9669677895214814,-0.002303115088862606,0.0,0.0,0.0,0.0
70,male,0.00011020600262611442,0.0028813187428557985,0.3526903755564752,0.4092926505096351,-0.019264057028087422,0.0,0.0,0.0,0.0
71,female,1.4641828886433673e-05,-0.0029616881219238778,0.2387354650271823,0.9756106364157722,-0.0022285190246372766,0.0,0.0,0.0,0.0
71,male,0.00011275788817393774,0.003989391160031719,0.35559999387613256,0.4059768294077902,-0.019415112654170508,0.0,0.0,0.0,0.0
72,female,1.4967756308343598e-05,-0.002748131607456128,0.23866797423766414,0.9838843265065699,-0.0021538852085233318,0.0,0.0,0.0,0.0
72,male,0.0001153205196261477,0.005098688822340103,0.35839287860707325,0.40279403870864305,-0.01956646238991233,0.0,0.0,0.0,0.0
73,female,1.5545550700027427e-05,-0.002534529372535177,0.23811073742025599,1.0074983383350462,-0.002079213625966303,0.0,0.0,0.0,0.0
73,male,0.00011252773803159236,0.00620921306939648,0.35252763256632486,0.41872172909752414,-0.0197181066685016,0.0,0.0,0.0,0.0
74,female,1.612383742979356e-05,-0.0023208814078850004,0.23759301121956825,1.0294380096651203,-0.0020045042619076803,0.0,0.0,0.0,0.0
74,male,0.00010972204319595955,0.007320965241897515,0.3463358275395088,0.43553622464132313,-0.019870045923910284,0.0,0.0,0.0,0.0
75,female,1.670261681335621e-05,-0.002107187704265878,0.23711073729035523,1.0498753209001739,-0.0019297571014970094,0.0,0.0,0.0,0.0
75,male,0.00010690339164983739,0.008433946682967264,0.3397894098444899,0.45331370805432114,-0.020022280591912578,0.0,0.0,0.0,0.0
76,female,1.7281889166608987e-05,-0.0018934482523835783,0.23666039469302835,1.0689594788163803,-0.0018549721298611876,0.0,0.0,0.0,0.0
76,male,0.00010407173979491409,0.009548158736692569,0.3328570177292235,0.47213934546137476,-0.020174811107794066,0.0,0.0,0.0,0.0
77,female,1.786165480562181e-05,-0.0016796630429868342,0.23623891379011028,1.0868205653707042,-0.0017801493318038153,0.0,0.0,0.0,0.0
77,male,0.00010122704390383483,0.010663602749112933,0.3255034789540575,0.4921086507658347,-0.020327637907834872,0.0,0.0,0.0,0.0
78,female,1.7783576947934898e-05,-0.0014658320667622071,0.2359261725758624,1.1028551440691718,-0.0017052886927008126,0.0,0.0,0.0,0.0
78,male,0.00010062134596289421,0.011780280068120152,0.3217634111124899,0.502974136762079,-0.020480761430044514,0.0,0.0,0.0,0.0
79,female,1.770542890948524e-05,-0.001251955314570119,0.2356104014572217,1.1190450692273473,-0.0016303901973149237,0.0,0.0,0.0,0.0
79,male,0.00010001247492352908,0.012898192043261814,0.31796116520974593,0.5140202598166881,-0.020634182112327815,0.0,0.0,0.0,0.0
80,female,1.762721064446704e-05,-0.0010380327770301845,0.23529155618830436,1.1353926093793063,-0.0015554538309410226,0.0,0.0,0.0,0.0
80,male,9.940041970842836e-05,0.014017340025290093,0.3140951776976814,0.5252515622832195,-0.02078790039355849,0.0,0.0,0.0,0.0
81,female,1.7570430108681163e-05,-0.00021195570896126448,0.23496959165751238,1.1519000774452441,-0.0015277129181795468,0.0,0.0,0.0,0.0
81,male,9.852055161652356e-05,0.013777179882859425,0.3101638321617539,0.5366727401004414,-0.019465802958852585,0.0,0.0,0.0,0.0
82,female,1.7513413417654517e-05,0.0006148042761762174,0.2346444618662558,1.168569831822383,-0.0014999240218459553,0.0,0.0,0.0,0.0
82,male,9.764149429688655e-05,0.013537074625464607,0.30616545706758935,0.5482886493389134,-0.018142581841472216,0.0,0.0,0.0,0.0
83,female,1.8156951465553914e-05,0.0014422477345243934,0.23465632775338852,1.1911284367646242,-0.0014720870723331503,0.0,0.0,0.0,0.0
83,male,9.699723080589446e-05,0.013297024361299314,0.2974463462516079,0.5726766414072045,-0.016818235865729947,0.0,0.0,0.0,0.0
84,female,1.8802571098481728e-05,0.0022703752226105323,0.2346674166851937,1.2122099479087476,-0.0014442019997047417,0.0,0.0,0.0,0.0
84,male,9.635355536410762e-05,0.013057029191304137,0.2886190565546997,0.5973672177350238,-0.015492763846708502,0.0,0.0,0.0,0.0
85,female,1.945027744177407e-05,0.003099187296968786,0.2346778025528428,1.2319548420458633,-0.001416268734234949,0.0,0.0,0.0,0.0
85,male,9.571046758549882e-05,0.012817089209599786,0.2796815621301119,0.6223660447642344,-0.01416616459280784,0.0,0.0,0.0,0.0
86,female,2.0100075631965765e-05,0.003928684514165948,0.23468755016566692,1.2504863301992601,-0.0013882872047841222,0.0,0.0,0.0,0.0
86,male,9.506796708259063e-05,0.01257720450404598,0.2706317862297871,0.647678931311381,-0.01283843690353692,0.0,0.0,0.0,0.0
87,female,2.0751970816822272e-05,0.004758867431083003,0.23469671660485383,1.2679129311799184,-0.0013602573407289764,0.0,0.0,0.0,0.0
87,male,9.442605346652639e-05,0.012337375156411978,0.2614675995955785,0.6733118330675747,-0.011509579571069795,0.0,0.0,0.0,0.0
88,female,2.0869412123224313e-05,0.005589736604496132,0.23446964794488362,1.3020665067923032,-0.0013321790701423808,0.0,0.0,0.0,0.0
88,male,8.813947910956549e-05,0.01209760124325232,0.2579920397424736,0.7165020122869915,-0.01017959138122726,0.0,0.0,0.0,0.0
89,female,2.0987185234802998e-05,0.006421292591406225,0.23424438057585134,1.335949148818984,-0.0013040523214329358,0.0,0.0,0.0,0.0
89,male,8.185883860086055e-05,0.011857882834893863,0.25398669844473143,0.7662756935918539,-0.008848471112090195,0.0,0.0,0.0,0.0
90,female,2.110529092744448e-05,0.00725353594874556,0.23402089314850746,1.369564068417346,-0.0012758770219944982,0.0,0.0,0.0,0.0
90,male,7.558412778910425e-05,0.011618219997770574,0.24932044958767807,0.8242623584563611,-0.007516217536424508,0.0,0.0,0.0,0.0
91,female,2.125225174506054e-05,0.0087636044147954,0.23379916464965553,1.4029144261987903,-0.0013339006845460855,0.0,0.0,0.0,0.0
91,male,6.936868230048941e-05,0.011767677724223935,0.2438150024890255,0.8926775942525155,-0.007025549295329503,0.0,0.0,0.0,0.0
92,female,2.139990450570549e-05,0.010275937224861087,0.23357917439556578,1.436003333219371,-0.0013920927858466214,0.0,0.0,0.0,0.0
92,male,6.314955676909883e-05,0.011917157044436522,0.23722160092948022,0.9746126513535882,-0.0065344945609002725,0.0,0.0,0.0,0.0
93,female,2.0478980506331698e-05,0.011790537753554542,0.2334608683290185,1.4834584825176502,-0.0014504536747348418,0.0,0.0,0.0,0.0
93,male,6.20125530056988e-05,0.012066657979893147,0.23652713741748918,0.9796439265679228,-0.0060430530941972815,0.0,0.0,0.0,0.0
94,female,1.955233712413528e-05,0.013307409381190682,0.233330604874255,1.5357100016013658,-0.0015089837023394281,0.0,0.0,0.0,0.0
94,male,6.087487169910082e-05,0.012216180552302891,0.23580629835707262,0.984866288341546,-0.005551224656686005,0.0,0.0,0.0,0.0
95,female,1.861994832424333e-05,0.01482655549418288,0.23318647471304957,1.59352375974585,-0.0015676832208026958,0.0,0.0,0.0,0.0
95,male,5.97365125533184e-05,0.012365724782429144,0.23505755205661985,0.9902908335311018,-0.005059009008368864,0.0,0.0,0.0,0.0
96,female,1.7681787967194713e-05,0.016347979484589104,0.23302613917610976,1.6578378483243836,-0.0016265525839147532,0.0,0.0,0.0,0.0
96,male,5.859747527203501e-05,0.012515290690566339,0.2342792458847384,0.9959295351822861,-0.004566405909562921,0.0,0.0,0.0,0.0
97,female,1.6737829808548632e-05,0.01787168475032752,0.23284670236825816,1.7298138741928784,-0.0016855921469174362,0.0,0.0,0.0,0.0
97,male,5.745775955861859e-05,0.012664878296622106,0.23346959409338675,1.00179533074927,-0.00407341511863879,0.0,0.0,0.0,0.0
98,female,1.6737829808548632e-05,0.01787168475032752,0.23284670236825816,1.7298138741928784,-0.0016855921469174362,0.0,0.0,0.0,0.0
98,male,5.745775955861859e-05,0.012664878296622106,0.23346959409338675,1.00179533074927,-0.00407341511863879,0.0,0.0,0.0,0.0
99,female,1.6737829808548632e-05,0.01787168475032752,0.23284670236825816,1.7298138741928784,-0.0016855921469174362,0.0,0.0,0.0,0.0
99,male,5.745775955861859e-05,0.012664878296622106,0.23346959409338675,1.00179533074927,-0.00407341511863879,0.0,0.0,0.0,0.0
100,female,1.6737829808548632e-05,0.01787168475032752,0.23284670236825816,1.7298138741928784,-0.0016855921469174362,0.0,0.0,0.0,0.0
100,male,5.745775955861859e-05,0.012664878296622106,0.23346959409338675,1.00179533074927,-0.00407341511863879,0.0,0.0,0.0,0.0
