age,sex,prev,disability_rate,i,i_apc,f,f_apc,r,r_apc,income_first,income,income_last,expenditure_rate_first,expenditure_rate,expenditure_rate_last
0,female,0.00029085808071175045,0.04865840144049052,0.0,-0.0016647836132729897,0.0,-0.01885022271912328,0.25660788964226766,-0.0029619140409374877,0.0,0.0,0.0,6071.563551891364,4766.208376998092,20065.737264175896
0,male,0.00026383546358481753,0.04881778340485135,0.0,0.0014401146366019293,0.0,-0.022744700423264097,0.21961913121887416,-0.00827562677970059,0.0,0.0,0.0,5650.357663923561,4466.243130742692,18802.883584593506
1,female,0.0003297905437686032,0.048658401440490516,0.00016784593730339464,-0.0008132292435676467,0.0017014175934777526,-0.019955856041741146,0.16882413818805694,-0.00046238899153291805,0.0,0.0,0.0,5769.05579976716,5361.984424122854,22573.954422197883
1,male,0.00029910165103032434,0.048817783404851364,0.00015328424325725915,0.0020768718189952714,0.001575436909206779,-0.02303548994993925,0.15181731120176967,-0.004101081581817687,0.0,0.0,0.0,5376.660246469157,5024.523522085528,21153.244032667695
2,female,0.00035454513918841145,0.04865840144049052,0.00017853513252342231,3.8654523262387575e-05,0.001355282567005577,-0.021061451799828212,0.111284072951102,0.002048264622432288,0.0,0.0,0.0,5587.551148492639,5719.45005239771,24078.884717011075
2,male,0.0003214998006863752,0.04881778340485136,0.00016151031692929966,0.002713818722537953,0.001328880552741741,-0.02332611728635851,0.10498871513394757,9.636498582581143e-05,0.0,0.0,0.0,5212.441795996515,5359.491756891231,22563.46030151221
3,female,0.000677806118704773,0.048614992037813665,0.0002130313730319976,0.0008908678764924826,0.0006643310068642577,-0.022167010000776435,0.07348476930878331,0.004570083942384409,0.0,0.0,0.0,4537.1933160081735,6672.343113380611,28090.564504094564
3,male,0.0006079905339448909,0.04859687985174645,0.00019104881705431942,0.0033509554298695493,0.0007196766297923058,-0.02361658236617607,0.07263197208464274,0.004316822684321191,0.0,0.0,0.0,4302.610544546868,6327.3684469411255,26638.221165876963
4,female,0.000916096998555998,0.04859365994013899,0.0002425881982915601,0.0017434110054993695,0.0003049036924937614,-0.02327253065197,0.04860349222186616,0.007103106233707796,0.0,0.0,0.0,4212.8540886217925,6195.373661264082,26082.523111925275
4,male,0.0008172588318035322,0.04848657351061054,0.00021657423493873028,0.003988282023689456,0.0003476461685308239,-0.02390688512298359,0.05026561303331033,0.008560401800825885,0.0,0.0,0.0,4049.6530949877906,5955.372197768212,25072.11695486367
5,female,0.001158097709646131,0.048580977466866154,0.0002636453429481021,0.0025962840997812557,0.00024016085580081154,-0.024378013760818114,0.03219513301335599,0.009647368886161033,0.0,0.0,0.0,3888.514861235414,5718.404209147553,24074.48171975599
5,male,0.0010297162137437052,0.04842043617174585,0.00023460723221920847,0.004625798586712835,0.00024013989997096122,-0.024197025490400845,0.034798973238449556,0.01282721315106983,0.0,0.0,0.0,3796.6956454287133,5583.3759485953,23506.012743850377
6,female,0.0014038519853383862,0.04857257059150549,0.0002852144153606884,0.003449487348933916,0.00019909821859062966,-0.02548345933468134,0.02135591592408865,0.01220290941430294,0.0,0.0,0.0,3564.1756338490345,5241.434757031026,22066.440327586708
6,male,0.0012453991069253832,0.04837636395627191,0.0002528853371253714,0.005263505201693722,0.00017214765705224363,-0.02448700340193857,0.02409954509549012,0.017117368081917838,0.0,0.0,0.0,3543.7381958696355,5211.379699422387,21939.908532837082
7,female,0.0016534013902118952,0.04856658907096858,0.00030729779884073233,0.004303020942665151,0.0001706138557949618,-0.026588867380966514,0.014184336959688765,0.014769765457859086,0.0,0.0,0.0,3239.8364064626553,4764.465304914496,20058.398935417423
7,male,0.0014643416980151256,0.048344893271517565,0.0002714093737209004,0.005901401951432998,0.00012530189431667958,-0.024776818791176013,0.01669525965168186,0.021430978473855,0.0,0.0,0.0,3290.7807463105573,4839.383450249474,20373.804321823787
8,female,0.00197597081556428,0.04879324102025348,0.0003181530283043083,0.00515688507079402,0.00013610828555290653,-0.027694237907051632,0.00943245386600672,0.017347974782223812,0.0,0.0,0.0,3190.522187405015,4691.944394056907,19753.085900949085
8,male,0.0017631338678332415,0.04857526466591102,0.00028166618651878254,0.00653948891875351,0.00010333712485189486,-0.02506647159158272,0.011569501312319075,0.02576815674363881,0.0,0.0,0.0,3198.1537535842554,4703.167284774543,19800.334264351633
9,female,0.0023034462336795716,0.04895849438969636,0.0003233620061902962,0.006011079923244152,0.00010438899580681951,-0.028799570920313124,0.006279583832583888,0.019937575278789817,0.0,0.0,0.0,3141.2079683473735,4619.423483199316,19447.772866480747
9,male,0.002066378027776717,0.04874103486822661,0.0002876794860662497,0.007177766186524972,9.295428459215935e-05,-0.025355961736669996,0.008019895048320786,0.03012901584675667,0.0,0.0,0.0,3105.5267608579534,4566.951119299612,19226.864206879476
10,female,0.0026357056362309545,0.04908432178928879,0.0003286070507434678,0.00686560569006197,8.092239933673608e-05,-0.029904866428153293,0.0041850104391375565,0.02253860496546237,0.0,0.0,0.0,3091.893749289733,4546.902572341724,19142.459832012406
10,male,0.002373967020727,0.04886603577244177,0.00029375463247154364,0.00781623383765485,8.520390830241424e-05,-0.02564528915985343,0.005560975671324226,0.034513669280117315,0.0,0.0,0.0,3012.8997681316523,4430.734953824683,18653.394149407315
11,female,0.002952844968310845,0.04918332881238822,0.0003346625739472997,0.008888230887593284,6.284387024347253e-05,-0.03168115246258549,0.003499277790296516,0.0069244744784769455,0.0,0.0,0.0,3042.579530232092,4474.381661484135,18837.14679754407
11,male,0.0026659522574617165,0.0489636605481844,0.00030030052088238647,0.009141823963469891,7.898716049257132e-05,-0.02706545033157537,0.004971166531312874,0.019901207029242283,0.0,0.0,0.0,2920.2727754053503,4294.518788349753,18079.924091935158
12,female,0.0032705699805797993,0.04926326479528802,0.00034078048189446953,0.01091388845152547,4.8625289655946556e-05,-0.033456671823496466,0.00292845360612586,-0.008478193419821397,0.0,0.0,0.0,2993.265311174451,4401.860750626545,18531.83376307573
12,male,0.0029579484150176446,0.04904201494912598,0.0003069259576601279,0.010468673117664714,7.397657213345945e-05,-0.0284850592635284,0.004444934040970842,0.005476392302989979,0.0,0.0,0.0,2827.6457826790484,4158.302622874823,17506.454034463004
13,female,0.003769334137878345,0.04978593765711076,0.0003942801884891104,0.012942583653369748,7.33991842859774e-05,-0.035231425193066636,0.0024527450615947936,-0.02367242435368611,0.0,0.0,0.0,2832.247729363151,4165.070189278152,17534.94549934052
13,male,0.003331535734099635,0.04945255213694622,0.0003435796231233735,0.011796782710097752,9.020324657066466e-05,-0.029904116371795016,0.003975282351249653,-0.008763288451260919,0.0,0.0,0.0,2759.1169172957866,4057.5248794938,17082.179736111357
14,female,0.004269020111518984,0.05018710795048793,0.00047227790029899524,0.014974321773795578,0.00010860257510646225,-0.037005413253019905,0.002055884227520956,-0.03866120065638953,0.0,0.0,0.0,2671.2301475518516,3928.279627929759,16538.05723560531
14,male,0.0037051363483242192,0.04978031287526855,0.00039506920413378877,0.013126154152199324,0.00011270666460910563,-0.031322622072186605,0.003556005443754541,-0.022820315116934282,0.0,0.0,0.0,2690.5880519125244,3956.7471361127778,16657.905437759713
15,female,0.004769629472741531,0.05050473144286319,0.000552521542148791,0.01700910810265863,0.00013485504275901982,-0.038778636684323006,0.0017244749131519253,-0.053447461989796725,0.0,0.0,0.0,2510.212565740552,3691.489066581367,15541.168971870095
15,male,0.004078749694403058,0.05004803965787928,0.0004473875595764666,0.014456788856996017,0.00013032205026705489,-0.03274057678008378,0.0031815951196082237,-0.036697134359242,0.0,0.0,0.0,2622.0591865292627,3855.969392731755,16233.63113940807
16,female,0.005271163721522955,0.05076244568022981,0.0006314513542118838,0.018599738398229194,0.00015699075011748034,-0.039508789660730154,0.0014684053090197402,-0.06669247599086987,0.0,0.0,0.0,2349.194983929252,3454.698505232974,14544.280708134882
16,male,0.004452375262088465,0.05027084274322411,0.0005011039282051473,0.015378364877771927,0.00014513870611410518,-0.03341783564779381,0.002839954809420742,-0.0491651887550484,0.0,0.0,0.0,2553.530321146,3755.191649350731,15809.356841056426
17,female,0.005773624295661131,0.05097573977984122,0.0007117995370153001,0.020193427509551123,0.00017501581600187487,-0.04023817936876758,0.0012506777794629258,-0.07974072876538439,0.0,0.0,0.0,2188.177402117952,3217.907943884582,13547.392444399671
17,male,0.004826012589714995,0.05045915399367849,0.0005557689035348394,0.01630120699202656,0.00015735114896065633,-0.03409454435301117,0.0025361039842451394,-0.06145783117707123,0.0,0.0,0.0,2485.0014557627383,3654.413905969708,15385.08254270478
18,female,0.0064689298669323905,0.05144599602598665,0.0007809810538630516,0.02179018075410708,0.00017274938773997515,-0.04096680648766672,0.0010654980012285323,-0.09259503558921356,0.0,0.0,0.0,2075.445051240015,3052.125074904795,12849.446566609335
18,male,0.00538694241501645,0.05090384298780168,0.0006115395374575478,0.017225316617514277,0.00018658836864874205,-0.03477070331021941,0.0022657144427132374,-0.07357741128167697,0.0,0.0,0.0,2260.2739939572084,3323.93234451875,13993.755168958487
19,female,0.007165520246666639,0.051825608076629434,0.0008456896250833201,0.02339000345864278,0.00016296831471972762,-0.0416946716960151,0.0009079563931747755,-0.10525817145708218,0.0,0.0,0.0,1962.7127003620774,2886.3422059250083,12151.500688818995
19,male,0.00594788984028472,0.05126466872063976,0.0006688589386767435,0.018150695173612577,0.00021944325058687974,-0.035446312933604,0.0020249745080111892,-0.08552624725165223,0.0,0.0,0.0,2035.5465321516779,2993.4507830677917,12602.427795212197
20,female,0.007863397295573537,0.052138480262534,0.0009115071680949586,0.02499290095914787,0.00015492243166336197,-0.042421775671863775,0.0007738914410110342,-0.1177328716588866,0.0,0.0,0.0,1849.9803494841406,2720.5593369452213,11453.554811028658
20,male,0.006508854279954978,0.05156331044159803,0.000727155110911182,0.019077344081259055,0.00024599814875267737,-0.03612137363713413,0.0018105243468216623,-0.09730662621739164,0.0,0.0,0.0,1810.819070346148,2662.969221616834,11211.100421465906
21,female,0.008569670204011406,0.05240079080597821,0.0009749661195832195,0.024773548935412594,0.0001484371008758599,-0.04231503459033751,0.0008051576416421197,-0.09749362958444144,0.0,0.0,0.0,1737.2479986062035,2554.776467965434,10755.60893323832
21,male,0.0070830222382354995,0.05181456788140131,0.0007852445102198132,0.019234257586169923,0.0002683930508118822,-0.03572200120188162,0.0016920889048039752,-0.08372919941424482,0.0,0.0,0.0,1586.091608540618,2332.4876601658757,9819.773047719616
22,female,0.00927835294904864,0.052623879897501585,0.001039079943837452,0.0245541994034914,0.00014293483695665597,-0.042208293056863994,0.0008378006842571514,-0.07681899423212737,0.0,0.0,0.0,1624.515647728266,2388.993598985647,10057.663055447983
22,male,0.007659295921338862,0.05202888953942485,0.0008441397889979398,0.019391303008458476,0.00028718958904581487,-0.0353225044713748,0.001581859901864701,-0.06996825865865969,0.0,0.0,0.0,1361.3641467350878,2002.0060987149177,8428.445673973327
23,female,0.010323920189403599,0.053216312182630794,0.0011197681078401597,0.024334852363253737,0.00014565238140622005,-0.042101551071473405,0.0008718823983146444,-0.05569935874605719,0.0,0.0,0.0,1542.9159256932119,2268.994007852813,9552.464776172275
23,male,0.008596279487020407,0.05241807052518317,0.0009287152830798531,0.019548480395680894,0.0003109388288316849,-0.03492288340104488,0.0014792246521030078,-0.05602120342603889,0.0,0.0,0.0,1280.1222954279683,1882.5327878243913,7925.463035386825
24,female,0.01137302909250433,0.05370131685862079,0.0012098382011803618,0.02411550781458392,0.00015174079252855071,-0.041994808634162335,0.0009074674972172577,-0.03412490429736611,0.0,0.0,0.0,1461.3162036581575,2148.994416719978,9047.266496896564
24,male,0.009536689419147797,0.0527318073358667,0.0010274406207306272,0.019705789795409132,0.0003344372497648159,-0.03452313794629297,0.0013836206773195005,-0.04188539634031747,0.0,0.0,0.0,1198.8804441208486,1763.059476933865,7422.480396800323
25,female,0.01242565140142941,0.05410568513737248,0.0013008330514267222,0.023896165757353153,0.00015674651041342356,-0.04188806574494685,0.0009446237133093771,-0.012085595406877246,-11377.081588758727,-13703.536717142573,-20199.61433493603,1379.7164816231032,2028.9948255871434,8542.068217620856
25,male,0.010480507728278257,0.052990099207515434,0.0011275435603902795,0.019863231255216243,0.00035334040638560155,-0.034123268062470354,0.0012945311175284469,-0.027558162652367338,-10155.687723306151,-9962.048117832004,-41458.031374543236,1117.6385928137288,1643.5861660433388,6919.497758213821
26,female,0.013481751124533614,0.05444798339646198,0.0013927513967864345,0.0236768261914442,0.00016092771765131617,-0.04178132240382364,0.0009834219394303624,0.010428824835459488,-11377.081588758727,-13703.536717142573,-20199.61433493603,1298.116759588049,1908.9952344543087,8036.869938345147
26,male,0.011427710381282812,0.05320645056705298,0.0012290254134219927,0.020020804822704814,0.0003688054367514237,-0.03372327370488388,0.001211480613839077,-0.013036789709417646,-10155.687723306151,-9962.048117832004,-41458.031374543236,1036.3967415066095,1524.1128551528125,6416.515119627319
27,female,0.014541283116058134,0.05474148445941364,0.0014855919760466223,0.023457489116736716,0.000164466445708554,-0.0416745786108019,0.0010239363773304046,0.03342883965561459,-11377.081588758727,-13703.536717142573,-20199.61433493603,1216.5170375529951,1788.9956433214738,7531.671659069439
27,male,0.012378266121491274,0.05339030956219606,0.001331887493698168,0.020178510545507185,0.0003816303501894511,-0.03332315482899084,0.0011340316089352403,0.0016814735810951435,-10155.687723306151,-9962.048117832004,-41458.031374543236,955.1548901994898,1404.639544262286,5913.532481040818
